place,placeLabel,country,countryLabel,description,coordinates
http://www.wikidata.org/entity/Q438054,Alter Kran,http://www.wikidata.org/entity/Q183,Deutschland,"historic harbor crane in Lüneburg, Germany",Point(10.4134 53.2513)
http://www.wikidata.org/entity/Q439484,Altes Rathaus,http://www.wikidata.org/entity/Q183,Deutschland,city hall,Point(10.9722 49.031)
http://www.wikidata.org/entity/Q442135,Schlossruine Kronoberg,http://www.wikidata.org/entity/Q34,Schweden,"is the medieval ruin. Due to its strategic location near the border between Sweden and Denmark, at 1540s the castle was further fortified and became a stronghold in this part of Småland.",Point(14.7947217 56.9417293)
http://www.wikidata.org/entity/Q458599,Hochhaus der Wissenschaftsakademie,http://www.wikidata.org/entity/Q211,Lettland,architectural structure,Point(24.12180556 56.94327778)
http://www.wikidata.org/entity/Q459121,Hochgrat,http://www.wikidata.org/entity/Q183,Deutschland,"mountain of the Allgäu Prealps in Bavaria, Germany",Point(10.078628 47.4953531)
http://www.wikidata.org/entity/Q461314,Altes Rathaus Nürnberg,http://www.wikidata.org/entity/Q183,Deutschland,"City Hall in Nuremberg, Germany",Point(11.0776 49.4552)
http://www.wikidata.org/entity/Q463400,Piazza Navona,http://www.wikidata.org/entity/Q38,Italien,"public square in Rome, Italy",Point(12.473143934 41.898981604)
http://www.wikidata.org/entity/Q465753,Freiburger Bächle,http://www.wikidata.org/entity/Q183,Deutschland,,
http://www.wikidata.org/entity/Q473467,Carrick-a-Rede,http://www.wikidata.org/entity/Q145,Vereinigtes Königreich,"rope bridge near Ballintoy, Antrim, Northern Ireland",Point(-6.33251013 55.239558653)
http://www.wikidata.org/entity/Q474939,Korykische Grotten,http://www.wikidata.org/entity/Q43,Türkei,two sinkholes in Mersin Province; Turkey,Point(34.105555555 36.4525)
http://www.wikidata.org/entity/Q475573,Kreuzkirche,http://www.wikidata.org/entity/Q159,Russland,"church in Kaliningrad, Russia",Point(20.522805555 54.705722222)
http://www.wikidata.org/entity/Q482485,Gyeongbokgung,http://www.wikidata.org/entity/Q884,Südkorea,"main royal palace of the Joseon Dynasty, located in Seoul, South Korea",Point(126.977222222 37.578611111)
http://www.wikidata.org/entity/Q483891,Anafiotika,http://www.wikidata.org/entity/Q41,Griechenland,neighborhood,Point(23.728323 37.9724556)
http://www.wikidata.org/entity/Q489902,Nördlingen,http://www.wikidata.org/entity/Q183,Deutschland,"town in Bavaria, Germany",Point(10.5 48.85)
http://www.wikidata.org/entity/Q493117,Fischerbastei,http://www.wikidata.org/entity/Q28,Ungarn,"building in Budapest, Hungary",Point(19.03472 47.50222)
http://www.wikidata.org/entity/Q493126,Hundertwasserhaus,http://www.wikidata.org/entity/Q40,Österreich,building in Vienna,Point(16.3939 48.2075)
http://www.wikidata.org/entity/Q494649,Korean Folk Village,http://www.wikidata.org/entity/Q884,Südkorea,living museum,Point(127.1181 37.25892)
http://www.wikidata.org/entity/Q495431,Touristenregion Kŭmgang-san,http://www.wikidata.org/entity/Q423,Nordkorea,special administrative region of North Korea,Point(128.200277777 38.688055555)
http://www.wikidata.org/entity/Q501726,Dune du Pilat,http://www.wikidata.org/entity/Q142,Frankreich,tallest sand dune in Europe,Point(-1.21166667 44.59)
http://www.wikidata.org/entity/Q503368,Carrantuohill,http://www.wikidata.org/entity/Q27,Irland,highest mountain in Ireland,Point(-9.742777777 51.998888888)
http://www.wikidata.org/entity/Q505954,Großer Basar,http://www.wikidata.org/entity/Q43,Türkei,"bazaar in Istanbul, Turkey",Point(28.967933333 41.010580555)
http://www.wikidata.org/entity/Q506234,Monumento a Vittorio Emanuele II,http://www.wikidata.org/entity/Q38,Italien,monument built in honour of Victor Emmanuel II of Italy,Point(12.483055555 41.894722222)
http://www.wikidata.org/entity/Q512953,Yenidze,http://www.wikidata.org/entity/Q183,Deutschland,architectural structure,Point(13.726853 51.059019)
http://www.wikidata.org/entity/Q513949,Kloster Vadstena,http://www.wikidata.org/entity/Q34,Schweden,medieval abbey,Point(14.891388888 58.450555555)
http://www.wikidata.org/entity/Q514648,Lugnaquilla,http://www.wikidata.org/entity/Q27,Irland,"mountain in Wicklow, Ireland",Point(-6.463 52.966)
http://www.wikidata.org/entity/Q515253,Pura Tanah Lot,http://www.wikidata.org/entity/Q252,Indonesien,rock formation off the Indonesian island of Bali,Point(115.08675 -8.62113889)
http://www.wikidata.org/entity/Q521935,Sieben Schwestern,http://www.wikidata.org/entity/Q159,Russland,architectural structure,Point(37.530277777 55.703055555)
http://www.wikidata.org/entity/Q521935,Sieben Schwestern,http://www.wikidata.org/entity/Q15180,Sowjetunion,architectural structure,Point(37.530277777 55.703055555)
http://www.wikidata.org/entity/Q523194,Chapultepec,http://www.wikidata.org/entity/Q96,Mexiko,Urban park in Mexico City,Point(-99.197777777 19.413055555)
http://www.wikidata.org/entity/Q528079,Tian Tan Buddha,http://www.wikidata.org/entity/Q148,Volksrepublik China,The second largest outdoor bronze Buddha in the world,Point(113.905144444 22.254105555)
http://www.wikidata.org/entity/Q528852,BH-Zaun von Cardrona,http://www.wikidata.org/entity/Q664,Neuseeland,tourist attraction in New Zealand,Point(169.022169 -44.860432)
http://www.wikidata.org/entity/Q540237,Fountains Abbey,http://www.wikidata.org/entity/Q145,Vereinigtes Königreich,"ruined Cistercian abbey in Yorkshire, England, UK",Point(-1.58139 54.1097)
http://www.wikidata.org/entity/Q542329,Römerkastell Saalburg,http://www.wikidata.org/entity/Q183,Deutschland,"is the cohort  castrum, part of the Limes Germanicus, and is the most completely reconstructed Roman fort in Germany",Point(8.56666 50.2715)
http://www.wikidata.org/entity/Q545360,Graceland,http://www.wikidata.org/entity/Q30,Vereinigte Staaten,"mansion in Memphis, Tennessee, United States; former residence of Elvis Presley",Point(-90.025833333 35.046111111)
http://www.wikidata.org/entity/Q546010,Ani,http://www.wikidata.org/entity/Q43,Türkei,"Ruined medieval Armenian city in Kars, Turkey, and UNESCO World Heritage Site",Point(43.572777777 40.5075)
http://www.wikidata.org/entity/Q546180,Hiru Erregeen Mahaia,http://www.wikidata.org/entity/Q29,Spanien,mountain,Point(-0.7275039 42.919411)
http://www.wikidata.org/entity/Q549498,Warenhaus GUM,http://www.wikidata.org/entity/Q159,Russland,Russian department store group,Point(37.6215 55.754722222)
http://www.wikidata.org/entity/Q550514,Basilika San Nicola,http://www.wikidata.org/entity/Q38,Italien,church in Bari,Point(16.870281 41.130261)
http://www.wikidata.org/entity/Q553038,Osenkorogashi,http://www.wikidata.org/entity/Q17,Japan,cliff in Japan; geonames ID = 11171704,Point(140.22416667 35.11611111)
http://www.wikidata.org/entity/Q554494,Heathen Maiden,http://www.wikidata.org/entity/Q215,Slowenien,Slovenian rock formation,Point(13.75903 46.42982)
http://www.wikidata.org/entity/Q555977,Brandenburger Tor (Kaliningrad),http://www.wikidata.org/entity/Q159,Russland,"city gate in Kaliningrad, Russia",Point(20.494722 54.697222)
http://www.wikidata.org/entity/Q558856,Eski Yurt,http://www.wikidata.org/entity/Q159,Russland,"former settlement, historical quarter of Bakhchysarai, Crimea",Point(33.84581 44.75161)
http://www.wikidata.org/entity/Q558856,Eski Yurt,http://www.wikidata.org/entity/Q212,Ukraine,"former settlement, historical quarter of Bakhchysarai, Crimea",Point(33.84581 44.75161)
http://www.wikidata.org/entity/Q561923,Veste Coburg,http://www.wikidata.org/entity/Q183,Deutschland,one of the well-preserved medieval fortresses of Germany,Point(10.9814 50.2639)
http://www.wikidata.org/entity/Q565694,Schloss Årsta,http://www.wikidata.org/entity/Q34,Schweden,Årsta with roots in the Middle Ages has been the main yard of the German Order's Swedish soil holdings. The current building was built in 1660-1667.,Point(18.19388889 59.1075)
http://www.wikidata.org/entity/Q567518,Blaues Wunder,http://www.wikidata.org/entity/Q183,Deutschland,bridge over the river Elbe,Point(13.810833333 51.053611111)
http://www.wikidata.org/entity/Q573920,Jasna Góra,http://www.wikidata.org/entity/Q36,Polen,"historic Catholic shrine and pilgrimage site in Częstochowa, Poland",Point(19.097222222 50.8125)
http://www.wikidata.org/entity/Q578796,Bahnhof Chabarowsk-1,http://www.wikidata.org/entity/Q159,Russland,"railway station in Khabarovsk, Russia",Point(135.072713888 48.496569444)
http://www.wikidata.org/entity/Q581641,Divriği-Moschee,http://www.wikidata.org/entity/Q43,Türkei,mosque in Turkey,Point(38.121583333 39.371222222)
http://www.wikidata.org/entity/Q584366,Mnajdra,http://www.wikidata.org/entity/Q233,Malta,megalithic temple complex in Malta,Point(14.436388888 35.826666666)
http://www.wikidata.org/entity/Q589099,Cloud Gate,http://www.wikidata.org/entity/Q30,Vereinigte Staaten,"public art sculpture in Chicago, Illinois, United States",Point(-87.6233 41.8827)
http://www.wikidata.org/entity/Q599592,Stadion Śląski,http://www.wikidata.org/entity/Q36,Polen,"Polish national athletics stadium in Chorzów, Poland",Point(18.973056 50.288333)
http://www.wikidata.org/entity/Q602778,Huaxi,http://www.wikidata.org/entity/Q148,Volksrepublik China,village-level division in China,Point(120.425 31.8328)
http://www.wikidata.org/entity/Q608039,Winchester House,http://www.wikidata.org/entity/Q30,Vereinigte Staaten,"Mansion in San Jose, California.",Point(-121.95076 37.31836)
http://www.wikidata.org/entity/Q608198,Theater von Epidauros,http://www.wikidata.org/entity/Q41,Griechenland,ancient Greek theatre,Point(23.079166666 37.596111111)
http://www.wikidata.org/entity/Q615183,Sensō-ji,http://www.wikidata.org/entity/Q17,Japan,"Buddhist temple in Tokyo, Japan",Point(139.796638888 35.714555555)
http://www.wikidata.org/entity/Q617618,Apapa,http://www.wikidata.org/entity/Q1033,Nigeria,"LGA in Lagos State, Nigeria",Point(3.358888888 6.448888888)
http://www.wikidata.org/entity/Q618394,Old Town of Lijiang,http://www.wikidata.org/entity/Q148,Volksrepublik China,old town,Point(100.23333333 26.86666667)
http://www.wikidata.org/entity/Q618988,Singapore Indoor Stadium,http://www.wikidata.org/entity/Q334,Singapur,Sports arena and performance venue in Singapore,Point(103.874222 1.300694)
http://www.wikidata.org/entity/Q619409,Brighton Community Stadium,http://www.wikidata.org/entity/Q145,Vereinigtes Königreich,association football stadium in Brighton & Hove,Point(-0.083277777 50.861822222)
http://www.wikidata.org/entity/Q619558,Portman Road,http://www.wikidata.org/entity/Q145,Vereinigtes Königreich,"football stadium in Ipswich, Suffolk, England",Point(1.144830555 52.055061111)
http://www.wikidata.org/entity/Q621498,Heiliger Hain der Göttin Osun,http://www.wikidata.org/entity/Q1033,Nigeria,Sacred forest along the bank of Osun river in Osogbo,Point(4.550625 7.75491)
http://www.wikidata.org/entity/Q621498,Heiliger Hain der Göttin Osun,http://www.wikidata.org/entity/Q1033,Nigeria,Sacred forest along the bank of Osun river in Osogbo,Point(4.552222222 7.755555555)
http://www.wikidata.org/entity/Q622796,Bordsch-e Milad,http://www.wikidata.org/entity/Q794,Iran,"tower in Tehran, Iran",Point(51.375333333 35.744611111)
http://www.wikidata.org/entity/Q629046,Seattle Underground,http://www.wikidata.org/entity/Q30,Vereinigte Staaten,"network of underground basements and walkways in Seattle, Washington",Point(-122.334 47.602)
http://www.wikidata.org/entity/Q630135,Gardens by the Bay,http://www.wikidata.org/entity/Q334,Singapur,urban park in Singapore,Point(103.86527 1.283319)
http://www.wikidata.org/entity/Q630822,Svindersvik,http://www.wikidata.org/entity/Q34,Schweden,"well-preserved 18th century country residence built in the 1740s, today part of Nordic Museum",Point(18.13 59.31)
http://www.wikidata.org/entity/Q631979,Kathedrale auf dem Blut,http://www.wikidata.org/entity/Q159,Russland,"church in Yekaterinburg, Russia",Point(60.609111111 56.844388888)
http://www.wikidata.org/entity/Q635559,Golden Gate Park,http://www.wikidata.org/entity/Q30,Vereinigte Staaten,"public park in San Francisco, California",Point(-122.476944444 37.769722222)
http://www.wikidata.org/entity/Q637248,Archäologisches Nationalmuseum Neapel,http://www.wikidata.org/entity/Q38,Italien,Italian archeological museum known for Roman materials,Point(14.250555555 40.853611111)
http://www.wikidata.org/entity/Q638272,Oklahoma City National Memorial,http://www.wikidata.org/entity/Q30,Vereinigte Staaten,"memorial in Oklahoma City, Oklahoma, U.S",Point(-97.517222 35.472778)
http://www.wikidata.org/entity/Q638681,Desert of Maine,http://www.wikidata.org/entity/Q30,Vereinigte Staaten,desert,Point(-70.156111111 43.8575)
http://www.wikidata.org/entity/Q641556,Arena von Verona,http://www.wikidata.org/entity/Q38,Italien,"Roman amphitheatre in Verona, Italy",Point(10.994444444 45.438888888)
http://www.wikidata.org/entity/Q642772,Herzogskasten,http://www.wikidata.org/entity/Q183,Deutschland,was built in 1255 as the additional fortification to the southwest part of the city wall,Point(11.4275 48.7636)
http://www.wikidata.org/entity/Q643520,Place Vendôme,http://www.wikidata.org/entity/Q142,Frankreich,"square in Paris, France",Point(2.329444444 48.8675)
http://www.wikidata.org/entity/Q643592,Minarett Kėdainiai,http://www.wikidata.org/entity/Q37,Litauen,Minaret in Lithuania,Point(23.976111111 55.307777777)
http://www.wikidata.org/entity/Q644191,Siegesplatz,http://www.wikidata.org/entity/Q159,Russland,"square in Kaliningrad, Russia",Point(20.500724315 54.720072092)
http://www.wikidata.org/entity/Q644677,Şehzade-Moschee,http://www.wikidata.org/entity/Q43,Türkei,mosque in Turkey,Point(28.957175 41.013794444)
http://www.wikidata.org/entity/Q646284,Nationalgarten,http://www.wikidata.org/entity/Q41,Griechenland,"public park in Athens, Greece",Point(23.738333 37.974167)
http://www.wikidata.org/entity/Q646940,Mosselprom,http://www.wikidata.org/entity/Q159,Russland,architectural structure,Point(37.602483333 55.753919444)
http://www.wikidata.org/entity/Q648226,Schloss Kalmar,http://www.wikidata.org/entity/Q34,Schweden,renaissance castle in Sweden,Point(16.35527778 56.65805556)
http://www.wikidata.org/entity/Q648483,Rathaus Stockholm,http://www.wikidata.org/entity/Q34,Schweden,"building of the Municipal Council for the City of Stockholm with the luxury restaurant Stadshuskällaren inside, wherein is the venue of the Nobel Prize banquet",Point(18.054722 59.3275)
http://www.wikidata.org/entity/Q648785,Teslim-Balogun-Stadion,http://www.wikidata.org/entity/Q1033,Nigeria,stadium,Point(3.36083 6.49944)
http://www.wikidata.org/entity/Q650981,Herkulesbad,http://www.wikidata.org/entity/Q218,Rumänien,"town in Caraș-Severin County, Romania",Point(22.4175 44.877222222)
http://www.wikidata.org/entity/Q652464,Kolomenskoje,http://www.wikidata.org/entity/Q159,Russland,old royal estate in Moscow,Point(37.66657 55.66767)
http://www.wikidata.org/entity/Q655818,Busiasch,http://www.wikidata.org/entity/Q218,Rumänien,"spa town in Timiș County, Romania",Point(21.6 45.65)
http://www.wikidata.org/entity/Q656280,Wales Coast Path,http://www.wikidata.org/entity/Q145,Vereinigtes Königreich,long distance footpath in Wales,Point(-4.0 52.39)
http://www.wikidata.org/entity/Q657118,Riddarholmkirche,http://www.wikidata.org/entity/Q34,Schweden,burial church of the Swedish kings and was opened approximately in 1300,Point(18.064722222 59.324722222)
http://www.wikidata.org/entity/Q658437,Gökçeada,http://www.wikidata.org/entity/Q43,Türkei,"island in Çanakkale province, Turkey",Point(25.8289 40.1626)
http://www.wikidata.org/entity/Q667094,Millesgården,http://www.wikidata.org/entity/Q34,Schweden,"art museum and sculpture park on Lidingö (Big Stockholm), originally the residence of the artist and sculptor Carl Milles and his wife until 1931",Point(18.12139 59.35861)
http://www.wikidata.org/entity/Q667507,Lake Powell,http://www.wikidata.org/entity/Q30,Vereinigte Staaten,reservoir Utah and Arizona in the United States,Point(-111.484166666 36.936111111)
http://www.wikidata.org/entity/Q668641,Ägyptenbasar,http://www.wikidata.org/entity/Q43,Türkei,"food market in Istanbul, Turkey",Point(28.970556 41.016389)
http://www.wikidata.org/entity/Q671860,Vintgarklamm,http://www.wikidata.org/entity/Q215,Slowenien,"slot canyon in the municipalities of Bled, Gorje and Jesenice in Slovenia",Point(14.08722 46.39472)
http://www.wikidata.org/entity/Q672456,Tempel von Skorba,http://www.wikidata.org/entity/Q233,Malta,megalithic temple remains in Malta,Point(14.377777777 35.920833333)
http://www.wikidata.org/entity/Q672759,Arkansas Arts Center,http://www.wikidata.org/entity/Q30,Vereinigte Staaten,"art museum in Little Rock, Arkansas",Point(-92.267 34.7394)
http://www.wikidata.org/entity/Q672936,Rysy,http://www.wikidata.org/entity/Q36,Polen,mountain in the High Tatras,Point(20.088055555 49.179444444)
http://www.wikidata.org/entity/Q672936,Rysy,http://www.wikidata.org/entity/Q214,Slowakei,mountain in the High Tatras,Point(20.088055555 49.179444444)
http://www.wikidata.org/entity/Q673076,Arkansas State Capitol,http://www.wikidata.org/entity/Q30,Vereinigte Staaten,state capitol building of the U.S. state of Arkansas,Point(-92.289222222 34.74675)
http://www.wikidata.org/entity/Q673598,Onikan-Stadion,http://www.wikidata.org/entity/Q1033,Nigeria,stadium,Point(3.40219444 6.44247222)
http://www.wikidata.org/entity/Q676203,Machu Picchu,http://www.wikidata.org/entity/Q419,Peru,15th-century Inca citadel in the Peruvian Andes and UNESCO World Heritage Site,Point(-72.545555555 -13.163055555)
http://www.wikidata.org/entity/Q369967,Fatih-Sultan-Mehmet-Brücke,http://www.wikidata.org/entity/Q43,Türkei,bridge in Turkey,Point(29.06213 41.09122)
http://www.wikidata.org/entity/Q375634,Sinharaja Forest,http://www.wikidata.org/entity/Q854,Sri Lanka,protected area in Sri Lanka,Point(80.28 6.24)
http://www.wikidata.org/entity/Q377002,Ban-Jelačić-Platz,http://www.wikidata.org/entity/Q224,Kroatien,"main square in Zagreb, Croatia",Point(15.977222222 45.813055555)
http://www.wikidata.org/entity/Q380384,Pashupatinath,http://www.wikidata.org/entity/Q837,Nepal,Hindu temple in Kathmandu,Point(85.348645 27.710495)
http://www.wikidata.org/entity/Q385254,Kirche von Vittskövle,http://www.wikidata.org/entity/Q34,Schweden,"church building in Kristianstad Municipality, Sweden",Point(14.1452987 55.8552662)
http://www.wikidata.org/entity/Q385725,Bukit-Timah-Reservat,http://www.wikidata.org/entity/Q334,Singapur,nature reserve in Singapore,Point(103.778 1.35278)
http://www.wikidata.org/entity/Q385725,Bukit-Timah-Reservat,http://www.wikidata.org/entity/Q334,Singapur,nature reserve in Singapore,Point(103.800833333 1.386944444)
http://www.wikidata.org/entity/Q387256,Śniardwy,http://www.wikidata.org/entity/Q36,Polen,lake in Poland,Point(21.716666666 53.75)
http://www.wikidata.org/entity/Q390306,Liberty Bell,http://www.wikidata.org/entity/Q30,Vereinigte Staaten,"bell in Philadelphia, Pennsylvania, USA that serves as a symbol of American independence and liberty",Point(-75.1503 39.9495)
http://www.wikidata.org/entity/Q395367,Agora,http://www.wikidata.org/entity/Q41,Griechenland,major archaeological site of Athens,Point(23.7225 37.975)
http://www.wikidata.org/entity/Q396496,Schloss Tullgarn,http://www.wikidata.org/entity/Q34,Schweden,"royal palace in Södertälje Municipality, Sweden",Point(17.584444444 58.950277777)
http://www.wikidata.org/entity/Q398622,Agung Rai Museum of Art,http://www.wikidata.org/entity/Q252,Indonesien,museum or art in Bali,Point(115.26208333 -8.51835278)
http://www.wikidata.org/entity/Q403404,Axel Oxenstiernas Palast,http://www.wikidata.org/entity/Q34,Schweden,was erected for the Lord High Chancellor Axel Oxenstierna and began to be built in 1653,Point(18.06916667 59.32583333)
http://www.wikidata.org/entity/Q404571,Kasaner Kathedrale,http://www.wikidata.org/entity/Q159,Russland,cathedral of the Russian Orthodox Church on the Nevsky Prospekt in St. Petersburg,Point(30.324594444 59.934227777)
http://www.wikidata.org/entity/Q425754,Omonia-Platz,http://www.wikidata.org/entity/Q41,Griechenland,"square in Athens, Greece",Point(23.728344 37.984084)
http://www.wikidata.org/entity/Q431381,Barringer-Krater,http://www.wikidata.org/entity/Q30,Vereinigte Staaten,meteorite impact crater in northern Arizona,Point(-111.023333333 35.028055555)
http://www.wikidata.org/entity/Q686011,Kaufhaus des Westens,http://www.wikidata.org/entity/Q183,Deutschland,department store in Berlin,Point(13.341111111 52.501666666)
http://www.wikidata.org/entity/Q687629,Batu-Höhlen,http://www.wikidata.org/entity/Q833,Malaysia,"limestone hill that has a series of caves and cave temples in Gombak, Selangor, Malaysia",Point(101.683905555 3.2374)
http://www.wikidata.org/entity/Q689454,Danewerk,http://www.wikidata.org/entity/Q183,Deutschland,"system of Danish fortifications in Schleswig-Holstein, Germany",Point(9.486666666 54.4775)
http://www.wikidata.org/entity/Q690323,Hohe Tatra,http://www.wikidata.org/entity/Q36,Polen,mountain range along the border of Slovakia and Poland,Point(20.133333333 49.166666666)
http://www.wikidata.org/entity/Q690323,Hohe Tatra,http://www.wikidata.org/entity/Q214,Slowakei,mountain range along the border of Slovakia and Poland,Point(20.133333333 49.166666666)
http://www.wikidata.org/entity/Q692269,Russalka,http://www.wikidata.org/entity/Q191,Estland,"monument in Kadriorg, Tallinn",Point(24.793972 59.443386)
http://www.wikidata.org/entity/Q695604,Scheich-Zayid-Moschee,http://www.wikidata.org/entity/Q878,Vereinigte Arabische Emirate,grand mosque in Abu Dhabi,Point(54.474 24.412)
http://www.wikidata.org/entity/Q696067,Nebelhorn,http://www.wikidata.org/entity/Q183,Deutschland,"mountain of the Allgäu Alps in Bavaria, Germany",Point(10.3425 47.421666666)
http://www.wikidata.org/entity/Q697968,Xiziwan,http://www.wikidata.org/entity/Q865,Republik China,"place in Kaohsiung City, Taiwan",Point(120.26277778 22.62916667)
http://www.wikidata.org/entity/Q699614,BMW Welt,http://www.wikidata.org/entity/Q183,Deutschland,"show room in Munich, Germany",Point(11.55667 48.17694)
http://www.wikidata.org/entity/Q714783,Schloss Gripsholm,http://www.wikidata.org/entity/Q34,Schweden,"castle in Strängnäs Municipality, Sweden",Point(17.219167 59.256111)
http://www.wikidata.org/entity/Q715148,Zolotoy Rog,http://www.wikidata.org/entity/Q159,Russland,"bay in Peter the Great Gulf, Sea of Japan, Russia",Point(131.888056 43.1075)
http://www.wikidata.org/entity/Q716932,Yehliu,http://www.wikidata.org/entity/Q865,Republik China,"Cape in New Taipei, Taiwan",Point(121.691111111 25.20425)
http://www.wikidata.org/entity/Q721728,Burg Eger,http://www.wikidata.org/entity/Q28,Ungarn,"Castle in Eger, Hungary",Point(20.3794 47.9039)
http://www.wikidata.org/entity/Q722125,Sky Tower,http://www.wikidata.org/entity/Q664,Neuseeland,"observation and communication tower in Auckland, New Zealand",Point(174.762305555 -36.848472222)
http://www.wikidata.org/entity/Q724970,Wat Arun,http://www.wikidata.org/entity/Q869,Thailand,"Buddhist temple in central Bangkok, Thailand",Point(100.488919444 13.743688888)
http://www.wikidata.org/entity/Q725883,Tulum,http://www.wikidata.org/entity/Q96,Mexiko,"protected area in Quintana Roo, Mexico",Point(-87.428888888 20.214722222)
http://www.wikidata.org/entity/Q726541,Alexander-Newski-Kathedrale,http://www.wikidata.org/entity/Q159,Russland,Orthodox Cathedral,Point(43.971308 56.333789)
http://www.wikidata.org/entity/Q729177,Nadeln der Kleopatra,http://www.wikidata.org/entity/Q145,Vereinigtes Königreich,ancient Egyptian obelisk in London,Point(-0.120296 51.508503)
http://www.wikidata.org/entity/Q729370,Prager Rathausuhr,http://www.wikidata.org/entity/Q213,Tschechien,"Astronomical Clock in Prague, Czech Republic",Point(14.4207 50.08699)
http://www.wikidata.org/entity/Q735620,Avenue Montaigne,http://www.wikidata.org/entity/Q142,Frankreich,"avenue in Paris, France",Point(2.306111 48.866667)
http://www.wikidata.org/entity/Q736587,Peter-und-Paul-Kathedrale,http://www.wikidata.org/entity/Q159,Russland,"Russian Orthodox cathedral located inside the Peter and Paul Fortress in St. Petersburg, Russia",Point(30.316666666 59.950277777)
http://www.wikidata.org/entity/Q736587,Peter-und-Paul-Kathedrale,http://www.wikidata.org/entity/Q34266,Russisches Kaiserreich,"Russian Orthodox cathedral located inside the Peter and Paul Fortress in St. Petersburg, Russia",Point(30.316666666 59.950277777)
http://www.wikidata.org/entity/Q736676,Hagia Irene,http://www.wikidata.org/entity/Q43,Türkei,"Byzantine church building in Istanbul, Turkey now a hall and museum",Point(28.98111 41.00972)
http://www.wikidata.org/entity/Q737220,Dom zu Karlstad,http://www.wikidata.org/entity/Q34,Schweden,building in Sweden,Point(13.5065 59.3815)
http://www.wikidata.org/entity/Q738015,Dom von Helsinki,http://www.wikidata.org/entity/Q33,Finnland,"cathedral in Helsinki, Finland",Point(24.95212383 60.17038775)
http://www.wikidata.org/entity/Q738015,Dom von Helsinki,http://www.wikidata.org/entity/Q33,Finnland,"cathedral in Helsinki, Finland",Point(24.952177 60.170378)
http://www.wikidata.org/entity/Q744406,Celsusbibliothek,http://www.wikidata.org/entity/Q43,Türkei,library constructed over the burial of the Roman senator Ti. Iulius Celsus Polemaeanus in Ephesus,Point(27.34075 37.939138888)
http://www.wikidata.org/entity/Q745608,Las Vegas Strip,http://www.wikidata.org/entity/Q30,Vereinigte Staaten,"approximately 4 mile stretch of Las Vegas Boulevard in Paradise, Winchester, and Las Vegas in Nevada, United States, with many resorts, shows, and casinos",Point(-115.172222222 36.120833333)
http://www.wikidata.org/entity/Q748910,Mariä-Entschlafens-Kathedrale,http://www.wikidata.org/entity/Q159,Russland,Russian Orthodox church in Moscow Kremlin in Russia,Point(37.617053 55.750926)
http://www.wikidata.org/entity/Q750444,Stockholmer Schloss,http://www.wikidata.org/entity/Q34,Schweden,official residence of the Swedish monarch,Point(18.071666666 59.326666666)
http://www.wikidata.org/entity/Q752407,Singapore Flyer,http://www.wikidata.org/entity/Q334,Singapur,Ferris wheel in Singapore,Point(103.863222 1.289389)
http://www.wikidata.org/entity/Q753230,Atakule-Fernsehturm,http://www.wikidata.org/entity/Q43,Türkei,architectural structure,Point(32.856111111 39.886111111)
http://www.wikidata.org/entity/Q755509,Atherton Tablelands,http://www.wikidata.org/entity/Q408,Australien,"fertile plateau which is part of the Great Dividing Range in Queensland, Australia",Point(145.53333333 -17.16666667)
http://www.wikidata.org/entity/Q756098,Königliches Schloss Warschau,http://www.wikidata.org/entity/Q36,Polen,"castle residency in Warsaw, Poland",Point(21.014166666 52.247777777)
http://www.wikidata.org/entity/Q756189,Fatih-Moschee,http://www.wikidata.org/entity/Q43,Türkei,mosque in Turkey,Point(28.949722 41.019722)
http://www.wikidata.org/entity/Q756268,Stirling Castle,http://www.wikidata.org/entity/Q145,Vereinigtes Königreich,"castle in Stirling, Scotland, UK",Point(-3.947777777 56.123888888)
http://www.wikidata.org/entity/Q769575,Hacı-Bayram-Moschee,http://www.wikidata.org/entity/Q43,Türkei,mosque in Turkey,Point(32.85777778 39.94444444)
http://www.wikidata.org/entity/Q772914,Wrangelsches Palais,http://www.wikidata.org/entity/Q34,Schweden,has a long history. The southern tower used to be part of Gustav Vasa's defence fortifications from the 1530s,Point(18.0625 59.325)
http://www.wikidata.org/entity/Q773726,Himmelfahrtskapelle,http://www.wikidata.org/entity/Q219060,Staat Palästina,shrine in Jerusalem,Point(35.244959 31.778956)
http://www.wikidata.org/entity/Q778457,Ausfalltor (Königsberg),http://www.wikidata.org/entity/Q159,Russland,"gate, tourist attraction, architectural landmark in Kaliningrad, Russia",Point(20.49088611 54.71218056)
http://www.wikidata.org/entity/Q779605,Werhahnmühle,http://www.wikidata.org/entity/Q183,Deutschland,,Point(6.77212 51.4407)
http://www.wikidata.org/entity/Q794349,Beylerbeyi-Palast,http://www.wikidata.org/entity/Q43,Türkei,"building in Istanbul, Turkey",Point(29.0399 41.0426)
http://www.wikidata.org/entity/Q798629,National Flag Memorial,http://www.wikidata.org/entity/Q414,Argentinien,national flag memorial in Argentina,Point(-60.629752 -32.9479)
http://www.wikidata.org/entity/Q798629,National Flag Memorial,http://www.wikidata.org/entity/Q414,Argentinien,national flag memorial in Argentina,Point(-60.63047 -32.94769)
http://www.wikidata.org/entity/Q804697,Balboa Park,http://www.wikidata.org/entity/Q30,Vereinigte Staaten,"historic park in San Diego, California",Point(-117.145278 32.731389)
